,Label,Row,Intervals
386,12-386,"[0, 2, 3, 8, 5, 4, 10, 1, 9, 7, 11, 6]",[ 2  1  5  9 11  6  3  8 10  4  7  6]
387,12-387,"[0, 2, 3, 8, 5, 4, 11, 9, 1, 7, 10, 6]",[ 2  1  5  9 11  7 10  4  6  3  8  6]
388,12-388,"[0, 2, 3, 9, 1, 4, 11, 8, 7, 5, 10, 6]",[ 2  1  6  4  3  7  9 11 10  5  8  6]
389,12-389,"[0, 2, 3, 9, 4, 7, 11, 10, 8, 5, 1, 6]",[ 2  1  6  7  3  4 11 10  9  8  5  6]
390,12-390,"[0, 2, 3, 9, 4, 8, 11, 10, 7, 5, 1, 6]",[ 2  1  6  7  4  3 11  9 10  8  5  6]
391,12-391,"[0, 2, 3, 9, 7, 11, 10, 5, 8, 4, 1, 6]",[ 2  1  6 10  4 11  7  3  8  9  5  6]
392,12-392,"[0, 2, 3, 9, 7, 4, 8, 11, 10, 5, 1, 6]",[ 2  1  6 10  9  4  3 11  7  8  5  6]
393,12-393S,"[0, 2, 3, 10, 1, 5, 11, 7, 4, 9, 8, 6]",[ 2  1  7  3  4  6  8  9  5 11 10  6]
394,12-394,"[0, 2, 3, 10, 4, 7, 11, 9, 8, 5, 1, 6]",[ 2  1  7  6  3  4 10 11  9  8  5  6]
395,12-395S,"[0, 2, 3, 10, 7, 11, 5, 1, 4, 9, 8, 6]",[ 2  1  7  9  4  6  8  3  5 11 10  6]
396,12-396,"[0, 2, 3, 10, 8, 11, 7, 1, 5, 4, 9, 6]",[ 2  1  7 10  3  8  6  4 11  5  9  6]
397,12-397,"[0, 2, 3, 10, 8, 7, 11, 5, 1, 4, 9, 6]",[ 2  1  7 10 11  4  6  8  3  5  9  6]
398,12-398,"[0, 2, 3, 10, 9, 7, 11, 5, 8, 4, 1, 6]",[ 2  1  7 11 10  4  6  3  8  9  5  6]
399,12-399,"[0, 2, 3, 10, 9, 7, 4, 8, 11, 5, 1, 6]",[ 2  1  7 11 10  9  4  3  6  8  5  6]
400,12-400S,"[0, 2, 3, 11, 4, 7, 1, 10, 5, 9, 8, 6]",[ 2  1  8  5  3  6  9  7  4 11 10  6]
401,12-401,"[0, 2, 3, 11, 4, 10, 1, 8, 7, 5, 9, 6]",[ 2  1  8  5  6  3  7 11 10  4  9  6]
402,12-402S,"[0, 2, 3, 11, 4, 1, 7, 10, 5, 9, 8, 6]",[ 2  1  8  5  9  6  3  7  4 11 10  6]
403,12-403,"[0, 2, 3, 11, 8, 7, 5, 9, 4, 10, 1, 6]",[ 2  1  8  9 11 10  4  7  6  3  5  6]
404,12-404,"[0, 2, 3, 11, 10, 8, 5, 9, 4, 7, 1, 6]",[ 2  1  8 11 10  9  4  7  3  6  5  6]
405,12-405,"[0, 2, 3, 1, 7, 11, 10, 5, 8, 4, 9, 6]",[ 2  1 10  6  4 11  7  3  8  5  9  6]
406,12-406,"[0, 2, 3, 1, 8, 4, 7, 11, 5, 10, 9, 6]",[ 2  1 10  7  8  3  4  6  5 11  9  6]
407,12-407L,"[0, 2, 3, 1, 9, 8, 5, 10, 4, 7, 11, 6]",[ 2  1 10  8 11  9  5  6  3  4  7  6]
408,12-408,"[0, 2, 3, 1, 10, 4, 9, 5, 8, 7, 11, 6]",[ 2  1 10  9  6  5  8  3 11  4  7  6]
409,12-409,"[0, 2, 5, 9, 10, 4, 11, 8, 7, 3, 1, 6]",[ 2  3  4  1  6  7  9 11  8 10  5  6]
410,12-410,"[0, 2, 5, 9, 10, 8, 1, 7, 4, 3, 11, 6]",[ 2  3  4  1 10  5  6  9 11  8  7  6]
411,12-411,"[0, 2, 5, 9, 7, 8, 1, 10, 4, 3, 11, 6]",[ 2  3  4 10  1  5  9  6 11  8  7  6]
412,12-412,"[0, 2, 5, 9, 7, 8, 3, 11, 10, 4, 1, 6]",[ 2  3  4 10  1  7  8 11  6  9  5  6]
413,12-413L,"[0, 2, 5, 10, 11, 7, 4, 3, 9, 1, 8, 6]",[ 2  3  5  1  8  9 11  6  4  7 10  6]
414,12-414,"[0, 2, 5, 10, 7, 8, 4, 3, 9, 1, 11, 6]",[ 2  3  5  9  1  8 11  6  4 10  7  6]
415,12-415,"[0, 2, 5, 10, 8, 9, 1, 7, 4, 3, 11, 6]",[ 2  3  5 10  1  4  6  9 11  8  7  6]
416,12-416S,"[0, 2, 5, 10, 9, 1, 7, 3, 4, 11, 8, 6]",[ 2  3  5 11  4  6  8  1  7  9 10  6]
417,12-417,"[0, 2, 5, 10, 9, 3, 7, 8, 4, 1, 11, 6]",[ 2  3  5 11  6  4  1  8  9 10  7  6]
418,12-418,"[0, 2, 5, 11, 3, 10, 9, 7, 8, 4, 1, 6]",[ 2  3  6  4  7 11 10  1  8  9  5  6]
419,12-419,"[0, 2, 5, 11, 3, 1, 8, 7, 4, 9, 10, 6]",[ 2  3  6  4 10  7 11  9  5  1  8  6]
420,12-420L,"[0, 2, 5, 11, 7, 4, 3, 10, 8, 9, 1, 6]",[ 2  3  6  8  9 11  7 10  1  4  5  6]
421,12-421,"[0, 2, 5, 11, 9, 4, 3, 7, 8, 1, 10, 6]",[ 2  3  6 10  7 11  4  1  5  9  8  6]
422,12-422L,"[0, 2, 5, 11, 10, 7, 3, 4, 9, 1, 8, 6]",[ 2  3  6 11  9  8  1  5  4  7 10  6]
423,12-423,"[0, 2, 5, 1, 7, 11, 4, 3, 10, 8, 9, 6]",[ 2  3  8  6  4  5 11  7 10  1  9  6]
424,12-424,"[0, 2, 5, 1, 7, 11, 10, 8, 3, 4, 9, 6]",[ 2  3  8  6  4 11 10  7  1  5  9  6]
425,12-425,"[0, 2, 5, 1, 10, 4, 3, 8, 9, 7, 11, 6]",[ 2  3  8  9  6 11  5  1 10  4  7  6]
426,12-426L,"[0, 2, 5, 3, 8, 9, 1, 7, 4, 11, 10, 6]",[ 2  3 10  5  1  4  6  9  7 11  8  6]
427,12-427,"[0, 2, 5, 3, 8, 9, 4, 1, 7, 11, 10, 6]",[ 2  3 10  5  1  7  9  6  4 11  8  6]
428,12-428,"[0, 2, 5, 3, 10, 11, 4, 8, 7, 1, 9, 6]",[ 2  3 10  7  1  5  4 11  6  8  9  6]
429,12-429,"[0, 2, 5, 4, 8, 9, 7, 1, 10, 3, 11, 6]",[ 2  3 11  4  1 10  6  9  5  8  7  6]
430,12-430,"[0, 2, 5, 4, 8, 1, 7, 3, 10, 11, 9, 6]",[ 2  3 11  4  5  6  8  7  1 10  9  6]
431,12-431,"[0, 2, 5, 4, 8, 3, 11, 9, 10, 7, 1, 6]",[ 2  3 11  4  7  8 10  1  9  6  5  6]
432,12-432S,"[0, 2, 5, 4, 9, 1, 7, 3, 10, 11, 8, 6]",[ 2  3 11  5  4  6  8  7  1  9 10  6]
433,12-433,"[0, 2, 5, 4, 10, 7, 8, 3, 11, 9, 1, 6]",[ 2  3 11  6  9  1  7  8 10  4  5  6]
434,12-434,"[0, 2, 5, 4, 10, 7, 3, 8, 9, 1, 11, 6]",[ 2  3 11  6  9  8  5  1  4 10  7  6]
435,12-435,"[0, 2, 5, 4, 11, 3, 8, 9, 7, 1, 10, 6]",[ 2  3 11  7  4  5  1 10  6  9  8  6]
436,12-436,"[0, 2, 5, 4, 11, 3, 9, 7, 8, 1, 10, 6]",[ 2  3 11  7  4  6 10  1  5  9  8  6]
437,12-437,"[0, 2, 5, 4, 11, 9, 3, 7, 8, 1, 10, 6]",[ 2  3 11  7 10  6  4  1  5  9  8  6]
438,12-438,"[0, 2, 7, 8, 11, 5, 9, 4, 3, 1, 10, 6]",[ 2  5  1  3  6  4  7 11 10  9  8  6]
439,12-439,"[0, 2, 7, 8, 4, 11, 10, 1, 5, 3, 9, 6]",[ 2  5  1  8  7 11  3  4 10  6  9  6]
440,12-440L,"[0, 2, 7, 8, 4, 1, 11, 10, 5, 9, 3, 6]",[ 2  5  1  8  9 10 11  7  4  6  3  6]
441,12-441,"[0, 2, 7, 8, 4, 3, 10, 1, 5, 11, 9, 6]",[ 2  5  1  8 11  7  3  4  6 10  9  6]
442,12-442,"[0, 2, 7, 8, 4, 3, 10, 1, 11, 5, 9, 6]",[ 2  5  1  8 11  7  3 10  6  4  9  6]
443,12-443,"[0, 2, 7, 8, 5, 9, 3, 1, 4, 11, 10, 6]",[ 2  5  1  9  4  6 10  3  7 11  8  6]
444,12-444,"[0, 2, 7, 8, 5, 11, 9, 1, 4, 3, 10, 6]",[ 2  5  1  9  6 10  4  3 11  7  8  6]
445,12-445,"[0, 2, 7, 8, 5, 3, 9, 1, 4, 11, 10, 6]",[ 2  5  1  9 10  6  4  3  7 11  8  6]
446,12-446S,"[0, 2, 7, 10, 11, 3, 9, 5, 4, 1, 8, 6]",[ 2  5  3  1  4  6  8 11  9  7 10  6]
447,12-447,"[0, 2, 7, 10, 11, 5, 4, 8, 3, 1, 9, 6]",[ 2  5  3  1  6 11  4  7 10  8  9  6]
448,12-448,"[0, 2, 7, 10, 4, 11, 3, 1, 9, 8, 5, 6]",[ 2  5  3  6  7  4 10  8 11  9  1  6]
449,12-449,"[0, 2, 7, 10, 4, 3, 11, 9, 1, 8, 5, 6]",[ 2  5  3  6 11  8 10  4  7  9  1  6]
450,12-450S,"[0, 2, 7, 10, 9, 5, 11, 3, 4, 1, 8, 6]",[ 2  5  3 11  8  6  4  1  9  7 10  6]
451,12-451,"[0, 2, 7, 11, 5, 8, 9, 4, 3, 1, 10, 6]",[ 2  5  4  6  3  1  7 11 10  9  8  6]
452,12-452,"[0, 2, 7, 11, 5, 1, 4, 3, 10, 8, 9, 6]",[ 2  5  4  6  8  3 11  7 10  1  9  6]
453,12-453,"[0, 2, 7, 11, 5, 1, 10, 8, 9, 4, 3, 6]",[ 2  5  4  6  8  9 10  1  7 11  3  6]
454,12-454L,"[0, 2, 7, 11, 5, 4, 1, 9, 10, 8, 3, 6]",[ 2  5  4  6 11  9  8  1 10  7  3  6]
455,12-455,"[0, 2, 7, 11, 8, 3, 1, 4, 10, 9, 5, 6]",[ 2  5  4  9  7 10  3  6 11  8  1  6]
456,12-456,"[0, 2, 7, 11, 10, 1, 8, 4, 5, 3, 9, 6]",[ 2  5  4 11  3  7  8  1 10  6  9  6]
457,12-457,"[0, 2, 7, 11, 10, 4, 1, 8, 9, 5, 3, 6]",[ 2  5  4 11  6  9  7  1  8 10  3  6]
458,12-458,"[0, 2, 7, 1, 5, 8, 4, 3, 10, 11, 9, 6]",[ 2  5  6  4  3  8 11  7  1 10  9  6]
459,12-459,"[0, 2, 7, 1, 9, 10, 8, 5, 4, 11, 3, 6]",[ 2  5  6  8  1 10  9 11  7  4  3  6]
460,12-460L,"[0, 2, 7, 1, 10, 11, 9, 5, 4, 8, 3, 6]",[ 2  5  6  9  1 10  8 11  4  7  3  6]
461,12-461,"[0, 2, 7, 1, 10, 8, 9, 5, 4, 11, 3, 6]",[ 2  5  6  9 10  1  8 11  7  4  3  6]
462,12-462,"[0, 2, 7, 1, 10, 9, 5, 3, 4, 8, 11, 6]",[ 2  5  6  9 11  8 10  1  4  3  7  6]
463,12-463,"[0, 2, 7, 3, 9, 1, 4, 11, 10, 8, 5, 6]",[ 2  5  8  6  4  3  7 11 10  9  1  6]
464,12-464,"[0, 2, 7, 3, 10, 1, 11, 5, 4, 8, 9, 6]",[ 2  5  8  7  3 10  6 11  4  1  9  6]
465,12-465,"[0, 2, 7, 4, 5, 8, 3, 9, 1, 11, 10, 6]",[ 2  5  9  1  3  7  6  4 10 11  8  6]
466,12-466S,"[0, 2, 7, 4, 5, 9, 3, 11, 10, 1, 8, 6]",[ 2  5  9  1  4  6  8 11  3  7 10  6]
467,12-467P,"[0, 2, 7, 4, 5, 9, 3, 1, 8, 11, 10, 6]",[ 2  5  9  1  4  6 10  7  3 11  8  6]
468,12-468,"[0, 2, 7, 4, 5, 3, 9, 1, 8, 11, 10, 6]",[ 2  5  9  1 10  6  4  7  3 11  8  6]
469,12-469S,"[0, 2, 7, 4, 3, 11, 5, 9, 10, 1, 8, 6]",[ 2  5  9 11  8  6  4  1  3  7 10  6]
470,12-470,"[0, 2, 7, 4, 3, 1, 8, 11, 5, 9, 10, 6]",[ 2  5  9 11 10  7  3  6  4  1  8  6]
471,12-471,"[0, 2, 7, 5, 8, 9, 1, 10, 4, 3, 11, 6]",[ 2  5 10  3  1  4  9  6 11  8  7  6]
472,12-472,"[0, 2, 7, 5, 8, 4, 3, 9, 1, 10, 11, 6]",[ 2  5 10  3  8 11  6  4  9  1  7  6]
473,12-473,"[0, 2, 7, 5, 11, 8, 9, 1, 4, 3, 10, 6]",[ 2  5 10  6  9  1  4  3 11  7  8  6]
474,12-474,"[0, 2, 7, 5, 1, 8, 11, 3, 4, 10, 9, 6]",[ 2  5 10  8  7  3  4  1  6 11  9  6]
475,12-475,"[0, 2, 8, 11, 3, 10, 9, 7, 4, 5, 1, 6]",[ 2  6  3  4  7 11 10  9  1  8  5  6]
476,12-476L,"[0, 2, 8, 11, 7, 4, 5, 3, 10, 9, 1, 6]",[ 2  6  3  8  9  1 10  7 11  4  5  6]
477,12-477,"[0, 2, 8, 11, 10, 5, 9, 7, 3, 4, 1, 6]",[ 2  6  3 11  7  4 10  8  1  9  5  6]
478,12-478L,"[0, 2, 8, 1, 4, 3, 10, 11, 7, 5, 9, 6]",[ 2  6  5  3 11  7  1  8 10  4  9  6]
479,12-479,"[0, 2, 8, 1, 4, 3, 10, 7, 11, 9, 5, 6]",[ 2  6  5  3 11  7  9  4 10  8  1  6]
480,12-480L,"[0, 2, 8, 1, 5, 3, 4, 11, 7, 10, 9, 6]",[ 2  6  5  4 10  1  7  8  3 11  9  6]
481,12-481L,"[0, 2, 8, 1, 5, 4, 7, 3, 10, 11, 9, 6]",[ 2  6  5  4 11  3  8  7  1 10  9  6]
482,12-482L,"[0, 2, 8, 1, 5, 4, 11, 9, 10, 7, 3, 6]",[ 2  6  5  4 11  7 10  1  9  8  3  6]
483,12-483L,"[0, 2, 8, 1, 9, 10, 7, 5, 4, 11, 3, 6]",[ 2  6  5  8  1  9 10 11  7  4  3  6]
484,12-484,"[0, 2, 8, 1, 10, 11, 7, 5, 9, 4, 3, 6]",[ 2  6  5  9  1  8 10  4  7 11  3  6]
485,12-485,"[0, 2, 8, 1, 10, 9, 5, 3, 4, 7, 11, 6]",[ 2  6  5  9 11  8 10  1  3  4  7  6]
486,12-486L,"[0, 2, 8, 3, 7, 10, 11, 9, 5, 4, 1, 6]",[ 2  6  7  4  3  1 10  8 11  9  5  6]
487,12-487,"[0, 2, 8, 5, 9, 7, 3, 4, 11, 10, 1, 6]",[ 2  6  9  4 10  8  1  7 11  3  5  6]
488,12-488L,"[0, 2, 8, 5, 3, 4, 11, 7, 10, 9, 1, 6]",[ 2  6  9 10  1  7  8  3 11  4  5  6]
489,12-489L,"[0, 2, 8, 5, 4, 7, 3, 10, 11, 9, 1, 6]",[ 2  6  9 11  3  8  7  1 10  4  5  6]
490,12-490,"[0, 2, 8, 7, 10, 3, 11, 9, 4, 1, 5, 6]",[ 2  6 11  3  5  8 10  7  9  4  1  6]
491,12-491,"[0, 2, 8, 7, 10, 5, 1, 11, 3, 4, 9, 6]",[ 2  6 11  3  7  8 10  4  1  5  9  6]
492,12-492L,"[0, 2, 8, 7, 11, 4, 5, 3, 10, 1, 9, 6]",[ 2  6 11  4  5  1 10  7  3  8  9  6]
493,12-493L,"[0, 2, 8, 7, 11, 4, 1, 9, 10, 5, 3, 6]",[ 2  6 11  4  5  9  8  1  7 10  3  6]
494,12-494L,"[0, 2, 8, 7, 11, 9, 4, 5, 1, 10, 3, 6]",[ 2  6 11  4 10  7  1  8  9  5  3  6]
495,12-495L,"[0, 2, 8, 7, 3, 10, 1, 11, 4, 5, 9, 6]",[ 2  6 11  8  7  3 10  5  1  4  9  6]
496,12-496,"[0, 2, 8, 7, 4, 9, 10, 1, 5, 3, 11, 6]",[ 2  6 11  9  5  1  3  4 10  8  7  6]
497,12-497L,"[0, 2, 8, 7, 4, 9, 10, 5, 1, 11, 3, 6]",[ 2  6 11  9  5  1  7  8 10  4  3  6]
498,12-498S,"[0, 2, 9, 10, 1, 5, 11, 7, 4, 3, 8, 6]",[ 2  7  1  3  4  6  8  9 11  5 10  6]
499,12-499,"[0, 2, 9, 10, 7, 11, 5, 8, 4, 3, 1, 6]",[ 2  7  1  9  4  6  3  8 11 10  5  6]
500,12-500S,"[0, 2, 9, 10, 7, 11, 5, 1, 4, 3, 8, 6]",[ 2  7  1  9  4  6  8  3 11  5 10  6]
501,12-501,"[0, 2, 9, 10, 8, 1, 5, 11, 7, 4, 3, 6]",[ 2  7  1 10  5  4  6  8  9 11  3  6]
502,12-502,"[0, 2, 9, 10, 8, 5, 1, 7, 11, 4, 3, 6]",[ 2  7  1 10  9  8  6  4  5 11  3  6]
503,12-503SL,"[0, 2, 9, 1, 4, 5, 11, 10, 7, 3, 8, 6]",[ 2  7  4  3  1  6 11  9  8  5 10  6]
504,12-504,"[0, 2, 9, 1, 4, 10, 3, 11, 8, 7, 5, 6]",[ 2  7  4  3  6  5  8  9 11 10  1  6]
505,12-505L,"[0, 2, 9, 1, 4, 3, 11, 5, 10, 7, 8, 6]",[ 2  7  4  3 11  8  6  5  9  1 10  6]
506,12-506,"[0, 2, 9, 1, 7, 4, 5, 3, 8, 11, 10, 6]",[ 2  7  4  6  9  1 10  5  3 11  8  6]
507,12-507,"[0, 2, 9, 1, 7, 5, 10, 11, 8, 4, 3, 6]",[ 2  7  4  6 10  5  1  9  8 11  3  6]
508,12-508SL,"[0, 2, 9, 1, 10, 11, 5, 4, 7, 3, 8, 6]",[ 2  7  4  9  1  6 11  3  8  5 10  6]
509,12-509L,"[0, 2, 9, 1, 10, 3, 11, 5, 4, 7, 8, 6]",[ 2  7  4  9  5  8  6 11  3  1 10  6]
510,12-510,"[0, 2, 9, 1, 10, 4, 3, 8, 11, 7, 5, 6]",[ 2  7  4  9  6 11  5  3  8 10  1  6]
511,12-511,"[0, 2, 9, 1, 11, 5, 10, 7, 8, 4, 3, 6]",[ 2  7  4 10  6  5  9  1  8 11  3  6]
512,12-512,"[0, 2, 9, 1, 11, 7, 8, 5, 10, 4, 3, 6]",[ 2  7  4 10  8  1  9  5  6 11  3  6]
513,12-513,"[0, 2, 9, 1, 11, 7, 8, 5, 4, 10, 3, 6]",[ 2  7  4 10  8  1  9 11  6  5  3  6]
514,12-514,"[0, 2, 9, 1, 11, 7, 10, 4, 3, 8, 5, 6]",[ 2  7  4 10  8  3  6 11  5  9  1  6]
515,12-515,"[0, 2, 9, 1, 11, 10, 4, 7, 3, 8, 5, 6]",[ 2  7  4 10 11  6  3  8  5  9  1  6]
516,12-516,"[0, 2, 9, 3, 7, 4, 5, 8, 1, 11, 10, 6]",[ 2  7  6  4  9  1  3  5 10 11  8  6]
517,12-517,"[0, 2, 9, 5, 3, 4, 8, 11, 10, 7, 1, 6]",[ 2  7  8 10  1  4  3 11  9  6  5  6]
518,12-518,"[0, 2, 9, 5, 3, 7, 8, 11, 10, 4, 1, 6]",[ 2  7  8 10  4  1  3 11  6  9  5  6]
519,12-519S,"[0, 2, 9, 5, 4, 7, 1, 10, 11, 3, 8, 6]",[ 2  7  8 11  3  6  9  1  4  5 10  6]
520,12-520,"[0, 2, 9, 5, 4, 10, 7, 8, 11, 3, 1, 6]",[ 2  7  8 11  6  9  1  3  4 10  5  6]
521,12-521,"[0, 2, 9, 5, 4, 10, 7, 8, 1, 11, 3, 6]",[ 2  7  8 11  6  9  1  5 10  4  3  6]
522,12-522S,"[0, 2, 9, 5, 4, 1, 7, 10, 11, 3, 8, 6]",[ 2  7  8 11  9  6  3  1  4  5 10  6]
523,12-523,"[0, 2, 9, 7, 8, 4, 1, 5, 11, 10, 3, 6]",[ 2  7 10  1  8  9  4  6 11  5  3  6]
524,12-524,"[0, 2, 9, 7, 10, 4, 3, 11, 8, 1, 5, 6]",[ 2  7 10  3  6 11  8  9  5  4  1  6]
525,12-525,"[0, 2, 9, 7, 1, 5, 10, 11, 8, 4, 3, 6]",[ 2  7 10  6  4  5  1  9  8 11  3  6]
526,12-526,"[0, 2, 9, 7, 3, 4, 8, 5, 11, 10, 1, 6]",[ 2  7 10  8  1  4  9  6 11  3  5  6]
527,12-527L,"[0, 2, 9, 7, 3, 8, 11, 10, 4, 1, 5, 6]",[ 2  7 10  8  5  3 11  6  9  4  1  6]
528,12-528L,"[0, 2, 9, 8, 11, 3, 4, 10, 7, 5, 1, 6]",[ 2  7 11  3  4  1  6  9 10  8  5  6]
529,12-529,"[0, 2, 9, 8, 11, 3, 4, 1, 7, 5, 10, 6]",[ 2  7 11  3  4  1  9  6 10  5  8  6]
530,12-530,"[0, 2, 9, 8, 11, 3, 1, 7, 4, 5, 10, 6]",[ 2  7 11  3  4 10  6  9  1  5  8  6]
531,12-531,"[0, 2, 9, 8, 11, 4, 5, 3, 7, 1, 10, 6]",[ 2  7 11  3  5  1 10  4  6  9  8  6]
532,12-532,"[0, 2, 9, 8, 11, 4, 10, 7, 3, 1, 5, 6]",[ 2  7 11  3  5  6  9  8 10  4  1  6]
533,12-533,"[0, 2, 9, 8, 11, 7, 4, 10, 3, 1, 5, 6]",[ 2  7 11  3  8  9  6  5 10  4  1  6]
534,12-534,"[0, 2, 9, 8, 4, 5, 10, 7, 1, 11, 3, 6]",[ 2  7 11  8  1  5  9  6 10  4  3  6]
535,12-535P,"[0, 2, 9, 8, 4, 1, 7, 5, 10, 11, 3, 6]",[ 2  7 11  8  9  6 10  5  1  4  3  6]
536,12-536P,"[0, 2, 10, 11, 4, 1, 7, 5, 9, 8, 3, 6]",[ 2  8  1  5  9  6 10  4 11  7  3  6]
537,12-537,"[0, 2, 10, 11, 4, 1, 8, 7, 5, 9, 3, 6]",[ 2  8  1  5  9  7 11 10  4  6  3  6]
538,12-538,"[0, 2, 10, 11, 8, 1, 7, 5, 9, 4, 3, 6]",[ 2  8  1  9  5  6 10  4  7 11  3  6]
539,12-539,"[0, 2, 10, 1, 7, 11, 9, 4, 3, 8, 5, 6]",[ 2  8  3  6  4 10  7 11  5  9  1  6]
540,12-540,"[0, 2, 10, 1, 7, 5, 4, 11, 3, 8, 9, 6]",[ 2  8  3  6 10 11  7  4  5  1  9  6]
541,12-541,"[0, 2, 10, 1, 8, 7, 11, 4, 5, 3, 9, 6]",[ 2  8  3  7 11  4  5  1 10  6  9  6]
542,12-542,"[0, 2, 10, 1, 8, 7, 11, 5, 3, 4, 9, 6]",[ 2  8  3  7 11  4  6 10  1  5  9  6]
543,12-543,"[0, 2, 10, 1, 8, 7, 5, 11, 3, 4, 9, 6]",[ 2  8  3  7 11 10  6  4  1  5  9  6]
544,12-544,"[0, 2, 10, 3, 4, 1, 7, 5, 9, 8, 11, 6]",[ 2  8  5  1  9  6 10  4 11  3  7  6]
545,12-545,"[0, 2, 10, 3, 7, 1, 4, 11, 9, 8, 5, 6]",[ 2  8  5  4  6  3  7 10 11  9  1  6]
546,12-546,"[0, 2, 10, 3, 9, 1, 4, 11, 8, 7, 5, 6]",[ 2  8  5  6  4  3  7  9 11 10  1  6]
547,12-547,"[0, 2, 10, 3, 1, 7, 4, 5, 9, 8, 11, 6]",[ 2  8  5 10  6  9  1  4 11  3  7  6]
548,12-548,"[0, 2, 10, 5, 8, 7, 1, 11, 3, 4, 9, 6]",[ 2  8  7  3 11  6 10  4  1  5  9  6]
549,12-549,"[0, 2, 10, 5, 4, 7, 8, 1, 11, 3, 9, 6]",[ 2  8  7 11  3  1  5 10  4  6  9  6]
550,12-550,"[0, 2, 10, 5, 4, 7, 11, 8, 9, 3, 1, 6]",[ 2  8  7 11  3  4  9  1  6 10  5  6]
551,12-551P,"[0, 2, 10, 5, 4, 7, 1, 11, 3, 8, 9, 6]",[ 2  8  7 11  3  6 10  4  5  1  9  6]
552,12-552,"[0, 2, 10, 7, 8, 11, 5, 9, 4, 3, 1, 6]",[ 2  8  9  1  3  6  4  7 11 10  5  6]
553,12-553,"[0, 2, 10, 7, 8, 1, 5, 11, 9, 4, 3, 6]",[ 2  8  9  1  5  4  6 10  7 11  3  6]
554,12-554,"[0, 2, 10, 7, 8, 1, 5, 4, 11, 9, 3, 6]",[ 2  8  9  1  5  4 11  7 10  6  3  6]
555,12-555,"[0, 2, 10, 7, 8, 1, 11, 5, 9, 4, 3, 6]",[ 2  8  9  1  5 10  6  4  7 11  3  6]
556,12-556,"[0, 2, 10, 7, 11, 5, 8, 9, 4, 3, 1, 6]",[ 2  8  9  4  6  3  1  7 11 10  5  6]
557,12-557,"[0, 2, 10, 7, 1, 5, 3, 4, 9, 8, 11, 6]",[ 2  8  9  6  4 10  1  5 11  3  7  6]
558,12-558,"[0, 2, 10, 7, 1, 11, 4, 5, 9, 8, 3, 6]",[ 2  8  9  6 10  5  1  4 11  7  3  6]
559,12-559,"[0, 2, 10, 9, 1, 7, 4, 5, 3, 8, 11, 6]",[ 2  8 11  4  6  9  1 10  5  3  7  6]
560,12-560,"[0, 2, 10, 9, 3, 7, 4, 5, 8, 1, 11, 6]",[ 2  8 11  6  4  9  1  3  5 10  7  6]
561,12-561,"[0, 2, 10, 9, 4, 7, 8, 5, 11, 3, 1, 6]",[ 2  8 11  7  3  1  9  6  4 10  5  6]
562,12-562,"[0, 2, 10, 9, 4, 7, 1, 11, 3, 8, 5, 6]",[ 2  8 11  7  3  6 10  4  5  9  1  6]
563,12-563,"[0, 2, 10, 9, 7, 11, 5, 8, 3, 4, 1, 6]",[ 2  8 11 10  4  6  3  7  1  9  5  6]
564,12-564,"[0, 2, 10, 9, 7, 1, 4, 11, 3, 8, 5, 6]",[ 2  8 11 10  6  3  7  4  5  9  1  6]
565,12-565,"[0, 2, 11, 3, 10, 8, 9, 5, 4, 7, 1, 6]",[ 2  9  4  7 10  1  8 11  3  6  5  6]
566,12-566,"[0, 2, 11, 3, 10, 8, 7, 1, 4, 9, 5, 6]",[ 2  9  4  7 10 11  6  3  5  8  1  6]
567,12-567,"[0, 2, 11, 3, 1, 8, 7, 10, 4, 9, 5, 6]",[ 2  9  4 10  7 11  3  6  5  8  1  6]
568,12-568,"[0, 2, 11, 4, 5, 9, 3, 1, 8, 7, 10, 6]",[ 2  9  5  1  4  6 10  7 11  3  8  6]
569,12-569,"[0, 2, 11, 4, 5, 9, 8, 3, 1, 7, 10, 6]",[ 2  9  5  1  4 11  7 10  6  3  8  6]
570,12-570,"[0, 2, 11, 4, 5, 3, 9, 1, 8, 7, 10, 6]",[ 2  9  5  1 10  6  4  7 11  3  8  6]
571,12-571,"[0, 2, 11, 4, 8, 3, 1, 7, 10, 9, 5, 6]",[ 2  9  5  4  7 10  6  3 11  8  1  6]
572,12-572,"[0, 2, 11, 4, 8, 7, 1, 9, 10, 5, 3, 6]",[ 2  9  5  4 11  6  8  1  7 10  3  6]
573,12-573,"[0, 2, 11, 4, 10, 1, 9, 8, 3, 7, 5, 6]",[ 2  9  5  6  3  8 11  7  4 10  1  6]
574,12-574S,"[0, 2, 11, 4, 3, 7, 1, 9, 10, 5, 8, 6]",[ 2  9  5 11  4  6  8  1  7  3 10  6]
575,12-575,"[0, 2, 11, 5, 9, 7, 8, 1, 4, 3, 10, 6]",[ 2  9  6  4 10  1  5  3 11  7  8  6]
576,12-576,"[0, 2, 11, 5, 9, 7, 8, 4, 3, 10, 1, 6]",[ 2  9  6  4 10  1  8 11  7  3  5  6]
577,12-577L,"[0, 2, 11, 5, 10, 1, 9, 4, 3, 7, 8, 6]",[ 2  9  6  5  3  8  7 11  4  1 10  6]
578,12-578,"[0, 2, 11, 5, 3, 4, 9, 1, 8, 7, 10, 6]",[ 2  9  6 10  1  5  4  7 11  3  8  6]
